র্কা র্খা র্গা র্ঘা র্চা র্ছা র্জা র্ঝা র্টা র্ঠা র্ডা র্ঢা র্ণা র্তা র্থা র্দা র্ধা র্না র্পা র্ফা র্বা র্ভা র্মা র্যা র্রা র্লা র্শা র্ষা র্সা র্হা র্ড়া র্ঢ়া র্য়া 

র্কি র্খি র্গি র্ঘি র্চি র্ছি র্জি র্ঝি র্টি র্ঠি র্ডি র্ঢি র্ণি র্তি র্থি র্দি র্ধি র্নি র্পি র্ফি র্বি র্ভি র্মি র্যি র্রি র্লি র্শি র্ষি র্সি র্হি র্ড়ি র্ঢ়ি র্য়ি

র্কী র্খী র্গী র্ঘী র্চী র্ছী র্জী র্ঝী র্টী র্ঠী র্ডী র্ঢী র্ণী র্তী র্থী র্দী র্ধী র্নী র্পী র্ফী র্বী র্ভী র্মী র্যী র্রী র্লী র্শী র্ষী র্সী র্হী র্ড়ী র্ঢ়ী র্য়ী 

র্কু র্খু র্গু র্ঘু র্চু র্ছু র্জু র্ঝু র্টু র্ঠু র্ডু র্ঢু র্ণু র্তু র্থু র্দু র্ধু র্নু র্পু র্ফু র্বু র্ভু র্মু র্যু র্রু র্লু র্শু র্ষু র্সু র্হু র্ড়ু র্ঢ়ু র্য়ু

র্কূ র্খূ র্গূ র্ঘূ র্চূ র্ছূ র্জূ র্ঝূ র্টূ র্ঠূ র্ডূ র্ঢূ র্ণূ র্তূ র্থূ র্দূ র্ধূ র্নূ র্পূ র্ফূ র্বূ র্ভূ র্মূ র্যূ র্রূ র্লূ র্শূ র্ষূ র্সূ র্হূ র্ড়ূ র্ঢ়ূ র্য়ূ 

র্কে র্খে র্গে র্ঘে র্চে র্ছে র্জে র্ঝে র্টে র্ঠে র্ডে র্ঢে র্ণে র্তে র্থে র্দে র্ধে র্নে র্পে র্ফে র্বে র্ভে র্মে র্যে র্রে র্লে র্শে র্ষে র্সে র্হে র্ড়ে র্ঢ়ে র্য়ে

